title,url,price,location,property_type,area,bedrooms,bathrooms,status,furnishing,posted_on,agent_name,specs
"Condo For Sale in 6370, Camia, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/bare-2br-unit-with-parking-for-sale-in-proscenium-residences-ad-478-ln346211,"PHP 66,600,000","6370, Camia, Makati City, Kalakhang Maynila, 1200",,121 m²,2,2,Available from 4 Nov,,17 Nov 13:28,Housing I.,"['PHP 66,600,000', '6370, Camia, Makati City, Kalakhang Maynila, 1200', 'Bedrooms:', '2', 'Area:', '121 m²', 'Bathrooms:', '2', 'Available from:', '4 Nov']"
"Condo For Rent in 2867, East Zobel, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-lease-2br-in-knightsbridge-residences-ad-477-ln891895,"PHP 60,000/ month","2867, East Zobel, Makati City, Metro Manila, 1208",,60 m²,2,2,Available from 13 May,,17 Nov 13:28,Housing I.,"['PHP 60,000/ month', '/ month', '2867, East Zobel, Makati City, Metro Manila, 1208', 'Bedrooms:', '2', 'Area:', '60 m²', 'Bathrooms:', '2', 'Available from:', '13 May']"
"Condo For Sale in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/semi-furnished-unit-for-sale-in-trump-tower-at-century-plaza-ad-476-ln743807,"PHP 60,000,000","Makati City, Metro Manila",,149.67 m²,2,1,Available from 5 Nov,,17 Nov 13:28,Housing I.,"['PHP 60,000,000', 'Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '149.67 m²', 'Bathrooms:', '1', 'Available from:', '5 Nov']"
"Condo For Rent in 1, 8th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-2br-unit-with-balcony-for-lease-in-uptown-parksuites-ad-475-ln178737,"PHP 125,000/ month","1, 8th Avenue, Makati City, Metro Manila",,83 m²,2,2,Available from 5 Nov,,17 Nov 13:28,Housing I.,"['PHP 125,000/ month', '/ month', '1, 8th Avenue, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '83 m²', 'Bathrooms:', '2', 'Available from:', '5 Nov']"
"Condo For Rent in Cruzada Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/semi-furnished-3br-unit-with-parking-for-lease-in-two-roxas-triangle-ad-474-ln420480,"PHP 300,000/ month","Cruzada Street, Makati City, Metro Manila",,302 m²,3,3,Available from 5 Nov,,17 Nov 13:28,Housing I.,"['PHP 300,000/ month', '/ month', 'Cruzada Street, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '302 m²', 'Bathrooms:', '3', 'Available from:', '5 Nov']"
"House and Lot For Sale in 380, Merville Access Road, Pasay City",https://lifenavi.com/ph/properties/pasay-city/for-sale/house-and-lot/house-for-sale-in-merville-park-village-paranaque-ad-473-ln438211,"PHP 65,000,000","380, Merville Access Road, Pasay City, Metro Manila, 1709",,1100 m²,5+,6+,Available from 5 Nov,,17 Nov 13:28,Housing I.,"['PHP 65,000,000', '380, Merville Access Road, Pasay City, Metro Manila, 1709', 'Bedrooms:', '5+', 'Area:', '1100 m²', 'Bathrooms:', '6+', 'Available from:', '5 Nov']"
"Condo For Sale in 4th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/3br-unit-with-parking-for-sale-in-pacific-plaza-towers-ad-472-ln649273,"PHP 93,000,000","4th Avenue, Makati City, Metro Manila",,299 m²,3,3,Available from 5 Nov,,17 Nov 13:28,Housing I.,"['PHP 93,000,000', '4th Avenue, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '299 m²', 'Bathrooms:', '3', 'Available from:', '5 Nov']"
"Condo For Rent in 28, Amorsolo Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/semi-furnished-2br-unit-with-parking-for-lease-in-edades-tower-ad-471-ln904134,"PHP 150,000/ month","28, Amorsolo Drive, Makati City, Metro Manila, 1210",,149 m²,2,2,Available from 5 Nov,,17 Nov 13:28,Housing I.,"['PHP 150,000/ month', '/ month', '28, Amorsolo Drive, Makati City, Metro Manila, 1210', 'Bedrooms:', '2', 'Area:', '149 m²', 'Bathrooms:', '2', 'Available from:', '5 Nov']"
"Condo For Rent in corner, 2nd Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-2br-unit-with-parking-for-lease-in-dexterton-the-fort-residences-ad-469-ln133447,"PHP 115,500/ month","corner, 2nd Avenue, Taguig, Kalakhang Maynila, 1630",,110 m²,2,2,Available from 5 Nov,,17 Nov 13:28,Housing I.,"['PHP 115,500/ month', '/ month', 'corner, 2nd Avenue, Taguig, Kalakhang Maynila, 1630', 'Bedrooms:', '2', 'Area:', '110 m²', 'Bathrooms:', '2', 'Available from:', '5 Nov']"
"Condo For Rent in 1634, 11th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-2br-unit-with-parking-and-balcony-for-leasesale-in-one-serendra-ad-468-ln841592,"PHP 188,000/ month","1634, 11th Avenue, Taguig, Metro Manila",,140 m²,2,2,Available from 5 Nov,,17 Nov 13:28,Housing I.,"['PHP 188,000/ month', '/ month', '1634, 11th Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '140 m²', 'Bathrooms:', '2', 'Available from:', '5 Nov']"
"Condo For Rent in 4th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-4br-unit-with-parking-for-lease-in-pacific-plaza-towers-ad-467-ln592465,"PHP 320,000/ month","4th Avenue, Makati City, Metro Manila",,302 m²,4,1,Available from 6 Nov,,17 Nov 13:28,Housing I.,"['PHP 320,000/ month', '/ month', '4th Avenue, Makati City, Metro Manila', 'Bedrooms:', '4', 'Area:', '302 m²', 'Bathrooms:', '1', 'Available from:', '6 Nov']"
"Condo For Rent in 21st Drive, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-renovated-2br-unit-with-parking-for-lease-in-regent-parkway-ad-466-ln997200,"PHP 200,000/ month","21st Drive, Taguig, Metro Manila",,157 m²,2,2,Available from 6 Nov,,17 Nov 13:28,Housing I.,"['PHP 200,000/ month', '/ month', '21st Drive, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '157 m²', 'Bathrooms:', '2', 'Available from:', '6 Nov']"
"Condo For Rent in 312, Pacific Avenue, Parañaque",https://lifenavi.com/ph/properties/paranaque/for-rent/condo/fully-furnished-4br-unit-with-parking-for-rent-in-cleveland-tower-ad-465-ln342281,"PHP 125,000/ month","312, Pacific Avenue, Parañaque, Metro Manila, 1700",,336 m²,1,1,Available from 6 Nov,,17 Nov 13:28,Housing I.,"['PHP 125,000/ month', '/ month', '312, Pacific Avenue, Parañaque, Metro Manila, 1700', 'Bedrooms:', '1', 'Area:', '336 m²', 'Bathrooms:', '1', 'Available from:', '6 Nov']"
"House and Lot For Sale in Antipolo, Calabarzon",https://lifenavi.com/ph/properties/antipolo/for-sale/house-and-lot/house-for-sale-in-antipolo-city-ad-464-ln976777,"PHP 140,000,000","Antipolo, Calabarzon, 1870",,00 m²,2,1,Available from 6 Nov,,17 Nov 13:28,Housing I.,"['PHP 140,000,000', 'Antipolo, Calabarzon, 1870', 'Bedrooms:', '2', 'Area:', '00 m²', 'Bathrooms:', '1', 'Available from:', '6 Nov']"
"Condo For Rent in Paseo de Roxas, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-1br-unit-with-parking-for-lease-in-the-residences-at-greenbelt-ad-463-ln769530,"PHP 100,000/ month","Paseo de Roxas, Makati City, Metro Manila",,76 m²,1,1,Available from 6 Nov,,17 Nov 13:28,Housing I.,"['PHP 100,000/ month', '/ month', 'Paseo de Roxas, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '76 m²', 'Bathrooms:', '1', 'Available from:', '6 Nov']"
"House and Lot For Sale in 135-B, F.Zobel, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/house-and-lot/house-and-lot-for-sale-in-san-miguel-village-makati-city-ad-462-ln559221,"PHP 110,000,000","135-B, F.Zobel, Makati City, Metro Manila, 1210",,890 m²,Studio,1,Available from 6 Nov,,17 Nov 13:28,Housing I.,"['PHP 110,000,000', '135-B, F.Zobel, Makati City, Metro Manila, 1210', 'Bedrooms:', 'Studio', 'Area:', '890 m²', 'Bathrooms:', '1', 'Available from:', '6 Nov']"
"Condo For Rent in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-unit-for-lease-in-grand-hyatt-residence-ad-461-ln170577,"PHP 180,000/ month","Taguig, Metro Manila",,103 m²,2,2,Available from 6 Nov,,17 Nov 13:28,Housing I.,"['PHP 180,000/ month', '/ month', 'Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '103 m²', 'Bathrooms:', '2', 'Available from:', '6 Nov']"
"Condo For Rent in 2016, 9th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/semi-furnished-unit-for-lease-in-one-uptown-residence-ad-460-ln903220,"PHP 100,000/ month","2016, 9th Avenue, Makati City, Metro Manila, 1634",,113 m²,Studio,1,Available from 6 Nov,,17 Nov 13:28,Housing I.,"['PHP 100,000/ month', '/ month', '2016, 9th Avenue, Makati City, Metro Manila, 1634', 'Bedrooms:', 'Studio', 'Area:', '113 m²', 'Bathrooms:', '1', 'Available from:', '6 Nov']"
"Condo For Rent in corner, 28th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-3br-east-gallery-place-ad-459-ln306350,"PHP 240,000/ month","corner, 28th Street, Taguig, Metro Manila",,193 m²,3,1,Available from 6 Nov,,17 Nov 13:28,Housing I.,"['PHP 240,000/ month', '/ month', 'corner, 28th Street, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '193 m²', 'Bathrooms:', '1', 'Available from:', '6 Nov']"
"House and Lot For Sale in 5704, Pagulayan, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/house-and-lot/townhouse-for-sale-in-brgy-poblacion-makati-city-ad-458-ln164545,"PHP 85,000,000","5704, Pagulayan, Makati City, Metro Manila, 1209",,485 m²,5+,6+,Available from 6 Nov,,17 Nov 13:27,Housing I.,"['PHP 85,000,000', '5704, Pagulayan, Makati City, Metro Manila, 1209', 'Bedrooms:', '5+', 'Area:', '485 m²', 'Bathrooms:', '6+', 'Available from:', '6 Nov']"
"House and Lot For Rent in San Juan City, Metro Manila",https://lifenavi.com/ph/properties/san-juan-city/for-rent/house-and-lot/house-and-lot-for-sale-in-greenhills-west-in-sanjuan-ad-457-ln274646,"PHP 350,000/ month","San Juan City, Metro Manila, 1502",,00 m²,4,1,Available from 6 Nov,,17 Nov 13:27,Housing I.,"['PHP 350,000/ month', '/ month', 'San Juan City, Metro Manila, 1502', 'Bedrooms:', '4', 'Area:', '00 m²', 'Bathrooms:', '1', 'Available from:', '6 Nov']"
"Condo For Rent in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-rent/condo/elegant-2br-unit-with-parking-for-lease-in-west-gallery-place-ad-456-ln788400,"PHP 270,000/ month","Taguig, Metro Manila, 1634",,118 m²,2,2,Available from 6 Nov,,17 Nov 13:27,Housing I.,"['PHP 270,000/ month', '/ month', 'Taguig, Metro Manila, 1634', 'Bedrooms:', '2', 'Area:', '118 m²', 'Bathrooms:', '2', 'Available from:', '6 Nov']"
"House and Lot For Rent in Antonio S Arnaiz Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/house-and-lot/5br-house-for-leaserent-in-dasmarinas-village-makati-ad-455-ln428013,"PHP 320,000/ month","Antonio S Arnaiz Avenue, Makati City, Metro Manila",,420 m²,5+,1,Available from 7 Nov,,17 Nov 13:27,Housing I.,"['PHP 320,000/ month', '/ month', 'Antonio S Arnaiz Avenue, Makati City, Metro Manila', 'Bedrooms:', '5+', 'Area:', '420 m²', 'Bathrooms:', '1', 'Available from:', '7 Nov']"
"For Rent in 9, Jose Abad Santos Avenue, Angeles",https://lifenavi.com/ph/properties/angeles/for-rent/commercial/office-space-for-lease-in-pampanga-ad-454-ln580040,"PHP 19,900/ month","9, Jose Abad Santos Avenue, Clark Freeport, Angeles, Central Luzon",,565 m²,,,Vacant,Furnished,17 Nov 13:27,Housing I.,"['PHP 19,900/ month', '/ month', '9, Jose Abad Santos Avenue, Clark Freeport, Angeles, Central Luzon', 'Status:', 'Vacant', 'Furnishing:', 'Furnished', 'Area:', '565 m²', 'Available from:', '7 Nov']"
"Condo For Rent in 26th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnised-unit-for-lease-in-icon-plaza-ad-453-ln839752,"PHP 110,000/ month","26th Street, Taguig, Metro Manila",,110 m²,2,2,Available from 7 Nov,,17 Nov 13:27,Housing I.,"['PHP 110,000/ month', '/ month', '26th Street, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '110 m²', 'Bathrooms:', '2', 'Available from:', '7 Nov']"
"Condo For Rent in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-unit-for-lease-in-one-maridien-ad-452-ln365130,"PHP 110,000/ month","Makati City, Metro Manila",,104 m²,2,2,Available from 7 Nov,,17 Nov 13:27,Housing I.,"['PHP 110,000/ month', '/ month', 'Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '104 m²', 'Bathrooms:', '2', 'Available from:', '7 Nov']"
"Condo For Rent in Chateau Road, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-3br-unit-with-parking-for-leasesale-in-st-moritz-private-estate-ad-451-ln270537,"PHP 130,000/ month","Chateau Road, Taguig, Metro Manila",,117 m²,3,1,Available from 7 Nov,,17 Nov 13:27,Housing I.,"['PHP 130,000/ month', '/ month', 'Chateau Road, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '117 m²', 'Bathrooms:', '1', 'Available from:', '7 Nov']"
"House and Lot For Sale in 37, Santa Rosa Street, Pasig",https://lifenavi.com/ph/properties/pasig/for-sale/house-and-lot/house-and-lot-for-sale-in-kapitolyo-pasig-ad-450-ln573866,"PHP 52,170,000","37, Santa Rosa Street, Pasig, Metro Manila",,162 m²,3,2,Available from 7 Nov,,17 Nov 13:27,Housing I.,"['PHP 52,170,000', '37, Santa Rosa Street, Pasig, Metro Manila', 'Bedrooms:', '3', 'Area:', '162 m²', 'Bathrooms:', '2', 'Available from:', '7 Nov']"
Condo For Rent in Makati City,https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-salerent-3br-unit-ritz-tower-ad-449-ln247709,"PHP 120,000/ month","Ayala Avenue, Makati City",,263 m²,3,3,Available from 1 Sep,,17 Nov 13:27,Housing I.,"['PHP 120,000/ month', '/ month', 'Ayala Avenue, Makati City', 'Bedrooms:', '3', 'Area:', '263 m²', 'Bathrooms:', '3', 'Available from:', '1 Sep']"
"Condo For Rent in Estrella, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-2br-unit-with-parking-for-lease-in-proscenium-at-rockwell-ad-448-ln581955,"PHP 220,000/ month","Estrella, Makati City, Metro Manila",,180 m²,2,3,Available from 8 Nov,,17 Nov 13:27,Housing I.,"['PHP 220,000/ month', '/ month', 'Estrella, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '180 m²', 'Bathrooms:', '3', 'Available from:', '8 Nov']"
"For Rent in Hippodromo Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/commercial/office-space-for-lease-in-makati-ad-447-ln296107,"PHP 150,000/ month","Hippodromo Street, Makati City, Metro Manila",,97 m²,,,Vacant,Semi-Furnished,17 Nov 13:27,Housing I.,"['PHP 150,000/ month', '/ month', 'Hippodromo Street, Makati City, Metro Manila', 'Status:', 'Vacant', 'Furnishing:', 'Semi-Furnished', 'Area:', '97 m²', 'Available from:', '8 Nov']"
Condo For Rent in Makati City,https://lifenavi.com/ph/properties/makati-city/for-rent/condo/a-semi-furnished-3b-condominium-in-edades-tower-rockwell-center-in-makati-city-ad-446-ln714671,"PHP 180,000/ month","Rockwell Center, Makati City",,165 m²,3,3,Available from 8 Nov,,17 Nov 13:27,Housing I.,"['PHP 180,000/ month', '/ month', 'Rockwell Center, Makati City', 'Bedrooms:', '3', 'Area:', '165 m²', 'Bathrooms:', '3', 'Available from:', '8 Nov']"
"House and Lot For Sale in Sct. Delgado Street, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/house-and-lot-for-sale-in-scout-delgado-ad-445-ln875336,"PHP 120,000,000","Sct. Delgado Street, Diliman, Quezon City, Metro Manila",,800 m²,5+,6+,Available from 8 Nov,,17 Nov 13:27,Housing I.,"['PHP 120,000,000', 'Sct. Delgado Street, Diliman, Quezon City, Metro Manila', 'Bedrooms:', '5+', 'Area:', '800 m²', 'Bathrooms:', '6+', 'Available from:', '8 Nov']"
"Condo For Rent in 28, Amorsolo Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-unit-for-leased-in-edades-tower-ad-444-ln433414,"PHP 145,000/ month","28, Amorsolo Drive, Makati City, Metro Manila, 1210",,111 m²,2,1,Available from 8 Nov,,17 Nov 13:27,Housing I.,"['PHP 145,000/ month', '/ month', '28, Amorsolo Drive, Makati City, Metro Manila, 1210', 'Bedrooms:', '2', 'Area:', '111 m²', 'Bathrooms:', '1', 'Available from:', '8 Nov']"
"Land only For Sale in 5704, Pagulayan, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/land-only/prime-lot-for-sale-in-poblacion-makati-ad-443-ln543869,"PHP 117,660,000","5704, Pagulayan, Makati City, Metro Manila, 1209",,00 m²,Studio,1,Available from 8 Nov,,17 Nov 13:27,Housing I.,"['PHP 117,660,000', '5704, Pagulayan, Makati City, Metro Manila, 1209', 'Bedrooms:', 'Studio', 'Area:', '00 m²', 'Bathrooms:', '1', 'Available from:', '8 Nov']"
"House and Lot For Sale in Tagaytay - Nasugbu Highway, Tagaytay City",https://lifenavi.com/ph/properties/tagaytay-city/for-sale/house-and-lot/vacation-house-and-lot-for-sale-in-tagaytay-city-ad-442-ln251485,"PHP 28,000,000",,,198 m²,4,5,Available from 8 Nov,,17 Nov 13:27,Housing I.,"['PHP 28,000,000', 'Tagaytay - Nasugbu Highway, Cnossing Silang East, Tagaytay City, Calabarzon, 4120', 'Bedrooms:', '4', 'Area:', '198 m²', 'Bathrooms:', '5', 'Available from:', '8 Nov']"
"Condo For Rent in Cruzada Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/semi-furnished-3br-unit-for-lease-in-two-roxas-triangle-ad-441-ln606231,"PHP 300,000/ month","Cruzada Street, Makati City, Metro Manila",,304 m²,3,2,Available from 11 Nov,,17 Nov 13:27,Housing I.,"['PHP 300,000/ month', '/ month', 'Cruzada Street, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '304 m²', 'Bathrooms:', '2', 'Available from:', '11 Nov']"
"Condo For Rent in 1634, 11th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/semi-furnished-2br-unit-with-parking-for-lease-in-one-serendra-ad-440-ln999270,"PHP 150,000/ month","1634, 11th Avenue, Taguig, Metro Manila",,128 m²,2,2,Available from 11 Nov,,17 Nov 13:27,Housing I.,"['PHP 150,000/ month', '/ month', '1634, 11th Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '128 m²', 'Bathrooms:', '2', 'Available from:', '11 Nov']"
"Condo For Rent in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-3br-unit-with-parking-for-lease-in-grand-hyatt-residences-ad-439-ln460851,"PHP 270,000/ month","Taguig, Metro Manila",,133 m²,3,3,Available from 11 Nov,,17 Nov 13:26,Housing I.,"['PHP 270,000/ month', '/ month', 'Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '133 m²', 'Bathrooms:', '3', 'Available from:', '11 Nov']"
"House and Lot For Sale in Quezon City, Metro Manila",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/house-and-lot-for-sale-in-acropolis-greens-subdivision-quezon-city-ad-438-ln273207,"PHP 250,000,000","Quezon City, Metro Manila",,414 m²,5+,5,Available from 11 Nov,,17 Nov 13:26,Housing I.,"['PHP 250,000,000', 'Quezon City, Metro Manila', 'Bedrooms:', '5+', 'Area:', '414 m²', 'Bathrooms:', '5', 'Available from:', '11 Nov']"
"House and Lot For Sale in 103, Soliven III Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/house-and-lot-for-sale-in-loyla-grand-villas-quezon-city-ad-437-ln397619,"PHP 50,500,000","103, Soliven III Avenue, Quezon City, Metro Manila, 1800",,251 m²,4,4,Available from 11 Nov,,17 Nov 13:26,Housing I.,"['PHP 50,500,000', '103, Soliven III Avenue, Quezon City, Metro Manila, 1800', 'Bedrooms:', '4', 'Area:', '251 m²', 'Bathrooms:', '4', 'Available from:', '11 Nov']"
"House and Lot For Sale in 103, Soliven III Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/house-and-lot-for-sale-in-loyola-grand-villas-quezon-city-ad-436-ln721483,"PHP 200,000,000","103, Soliven III Avenue, Quezon City, Metro Manila, 1800",,800 m²,5+,5,Available from 11 Nov,,17 Nov 13:26,Housing I.,"['PHP 200,000,000', '103, Soliven III Avenue, Quezon City, Metro Manila, 1800', 'Bedrooms:', '5+', 'Area:', '800 m²', 'Bathrooms:', '5', 'Available from:', '11 Nov']"
"House and Lot For Sale in Pasig, Metro Manila",https://lifenavi.com/ph/properties/pasig/for-sale/house-and-lot/town-house-for-sale-in-pasig-ad-435-ln108074,"PHP 63,000,000","Pasig, Metro Manila",,356 m²,4,4,Available from 11 Nov,,17 Nov 13:26,Housing I.,"['PHP 63,000,000', 'Pasig, Metro Manila', 'Bedrooms:', '4', 'Area:', '356 m²', 'Bathrooms:', '4', 'Available from:', '11 Nov']"
